0.047619047619047616,0.9523809523809523,167829700013.52118
0.05405405405405406,0.9459459459459459,190438505727.92825
0.0625,0.9375,219831770236.48645
0.07407407407407407,0.9259259259259259,260969545062.17438
0.09090909090909091,0.9090909090909091,320037021024.62646
0.11764705882352941,0.8823529411764706,414035806812.1164
0.16666666666666666,0.8333333333333334,586359363051.2687
0.2857142857142857,0.7142857142857143,1006789418456.6371
0.5,0.5,1758993024377.5642
0.7142857142857143,0.2857142857142857,2516973546141.593
0.8333333333333334,0.16666666666666666,2931311822492.5273
0.8823529411764706,0.11764705882352941,3103845269470.9365
0.9090909090909091,0.09090909090909091,3200371014435.5806
0.9259259259259259,0.07407407407407407,3258194222949.9673
0.9375,0.0625,3297584848910.5103
0.9459459459459459,0.05405405405405406,3338764363389.1387
0.9523809523809523,0.047619047619047616,3353587419924.1025
0.9574468085106383,0.0425531914893617,3374743648184.3296
0.9615384615384616,0.038461538461538464,3389165629586.826
0.9649122807017544,0.03508771929824561,3401057438813.4473
0.967741935483871,0.03225806451612903,3411031214293.8384
0.9722222222222222,0.027777777777777776,3425880660026.057
0.9701492537313433,0.029850746268656716,3415121494056.6387
0.974025974025974,0.025974025974025976,3427080525844.6953
0.975609756097561,0.024390243902439025,3431416261112.489
0.9770114942528736,0.022988505747126436,3437044076212.452
0.9782608695652174,0.021739130434782608,3438681010906.979
